Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,Sh,SoT,xG,xAG,Cmp,Att,PrgP,Tkl,Int,90s,G+A,Sh/90,Cmp%,KP,SCA,PrgC,Carries,CrdY,CrdR
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24.0,12,11,1056,0,0,0,0,0.0,0.0,371,473,0,0,0,11.7,0,0.0,78.4,1,4,0,332,0,0
Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27.0,13,7,724,1,0,16,5,0.8,0.2,271,313,31,6,5,8.0,1,1.99,86.6,3,17,5,216,3,0
David Raya,es ESP,GK,Arsenal,eng Premier League,28.0,38,38,3420,0,0,0,0,0.0,0.0,1040,1413,14,0,2,38.0,0,0.0,73.6,1,5,0,921,3,0
Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25.0,8,4,385,0,0,6,1,0.2,0.3,74,118,5,3,0,4.3,0,1.4,62.7,6,10,16,103,1,0
Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30.0,27,7,788,1,0,13,5,2.1,2.1,182,298,36,12,2,8.8,1,1.48,61.1,18,30,17,223,3,2
Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29.0,12,0,108,0,0,3,2,0.2,0.1,39,55,4,6,1,1.2,0,2.5,70.9,1,1,1,31,2,0
Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18.0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0
Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27.0,4,1,196,0,0,2,0,0.1,0.0,93,136,13,4,4,2.2,0,0.92,68.4,1,1,5,88,2,0
Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26.0,37,36,3128,10,4,77,28,7.5,3.5,1355,1549,230,26,38,34.8,14,2.22,87.5,47,117,111,1214,2,1
Pepe Reina,es ESP,GK,Como,it Serie A,41.0,12,12,1034,0,0,0,0,0.0,0.0,278,364,0,0,0,11.5,0,0.0,76.4,0,1,0,245,0,1
Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18.0,1,0,1,0,0,0,0,0.0,0.0,2,2,0,0,0,0.0,0,0.0,100.0,0,0,0,2,0,0
Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22.0,27,21,1830,2,1,23,7,1.7,2.1,684,878,91,52,53,20.3,3,1.13,77.9,16,45,18,614,1,0
Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24.0,32,26,2417,0,1,24,2,1.5,0.8,756,970,80,45,29,26.9,1,0.89,77.9,9,30,25,552,11,0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29.0,36,36,3240,0,0,0,0,0.0,0.0,955,1291,1,1,0,36.0,0,0.0,74.0,1,6,0,766,0,0
Devyne Rensch,nl NED,DF,Roma,it Serie A,21.0,14,5,469,0,1,3,2,0.3,0.8,213,260,14,17,7,5.2,1,0.58,81.9,2,14,2,161,0,0
Daniel Requena,es ESP,MF,Villarreal,es La Liga,20.0,1,0,10,0,0,0,0,0.0,0.0,4,5,0,0,0,0.1,0,0.0,80.0,0,0,0,2,0,0
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19.0,29,29,2543,0,1,0,0,0.0,0.1,587,811,0,2,1,28.3,1,0.0,72.4,1,3,0,522,2,0
Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25.0,36,32,2383,25,8,99,32,18.9,4.9,440,575,46,14,4,26.5,33,3.74,76.5,38,76,21,557,3,0
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26.0,27,22,1785,1,1,29,5,1.4,1.1,469,670,94,27,16,19.8,2,1.46,70.0,16,56,31,463,8,0
Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21.0,16,3,350,2,0,3,2,0.2,0.2,167,212,22,7,0,3.9,2,0.77,78.8,2,6,5,150,3,0
Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21.0,1,1,90,0,0,0,0,0.0,0.0,70,82,7,5,2,1.0,0,0.0,85.4,0,0,2,58,0,0
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24.0,30,30,2700,1,1,21,4,1.6,0.4,2204,2417,178,32,27,30.0,2,0.7,91.2,9,40,25,1737,10,0
Samuele Ricci,it ITA,MF,Torino,it Serie A,22.0,34,34,2825,1,1,22,7,1.3,0.6,1177,1338,116,35,25,31.4,2,0.7,88.0,15,48,43,960,8,1
Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25.0,35,33,2825,4,7,48,14,3.5,6.6,1376,1650,192,53,25,31.4,11,1.53,83.4,59,111,90,1031,7,1
Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24.0,24,22,1922,1,0,12,6,1.4,0.1,684,857,39,47,19,21.4,1,0.56,79.8,2,9,6,517,4,1
Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22.0,26,10,1024,1,1,11,5,0.9,0.6,539,615,47,30,6,11.4,2,0.97,87.6,8,19,19,451,6,0
Richarlison,br BRA,FW,Tottenham,eng Premier League,27.0,15,4,504,4,1,17,7,3.7,0.9,62,103,11,5,0,5.6,5,3.04,60.2,4,8,8,89,2,0
Diego Rico,es ESP,DF,Getafe,es La Liga,31.0,33,32,2819,0,3,16,3,0.4,2.7,1058,1564,136,81,34,31.3,3,0.51,67.6,36,75,27,694,9,1
Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22.0,21,8,867,1,3,20,7,1.4,2.0,281,398,38,17,10,9.6,4,2.08,70.6,12,35,20,253,1,0
Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23.0,2,2,180,0,0,0,0,0.0,0.0,53,84,0,0,0,2.0,0,0.0,63.1,0,3,0,61,0,0
Luis Rioja,es ESP,FW,Alavés,es La Liga,30.0,1,0,23,0,0,0,0,0.0,0.1,5,11,1,2,0,0.3,0,0.0,45.5,1,1,4,8,0,0
Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30.0,36,33,2831,5,3,28,12,3.3,4.5,821,1212,103,33,22,31.5,8,0.89,67.7,35,82,93,816,6,0
Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24.0,16,4,516,0,1,14,4,0.9,0.8,210,269,24,11,2,5.7,1,2.44,78.1,15,29,43,246,0,0
Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,18.0,5,0,69,0,0,4,1,0.2,0.1,25,34,3,4,0,0.8,0,5.22,73.5,4,6,3,32,0,0
Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28.0,10,6,429,0,1,2,0,0.0,0.2,191,246,10,7,2,4.8,1,0.42,77.6,4,10,8,153,1,0
Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26.0,21,11,922,1,0,8,1,0.4,0.2,304,425,21,49,11,10.2,1,0.78,71.5,5,12,8,161,1,0
Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,19.0,1,0,20,0,0,0,0,0.0,0.0,5,11,1,2,0,0.2,0,0.0,45.5,0,0,0,5,0,0
Sergi Roberto,es ESP,MF,Como,it Serie A,32.0,13,8,696,0,1,6,1,0.7,0.7,457,506,36,14,9,7.7,1,0.78,90.3,15,24,10,340,4,0
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30.0,33,29,2482,0,1,15,2,1.2,4.6,1559,1885,176,39,21,27.6,1,0.54,82.7,40,80,64,1107,3,1
Antonee Robinson,us USA,DF,Fulham,eng Premier League,26.0,36,35,3167,0,10,16,2,0.7,4.2,1595,2076,131,95,62,35.2,10,0.45,76.8,43,80,118,1343,8,0
Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17.0,4,1,137,0,0,1,1,0.0,0.7,23,34,1,4,0,1.5,0,0.66,67.6,3,8,3,33,0,0
Marc Roca,es ESP,MF,Betis,es La Liga,27.0,14,11,906,2,2,12,4,1.1,1.0,465,538,59,20,14,10.1,4,1.19,86.4,12,24,11,385,4,0
Rodri,es ESP,MF,Manchester City,eng Premier League,28.0,3,1,73,0,0,0,0,0.0,0.0,64,68,4,2,1,0.8,0,0.0,94.1,1,2,1,39,0,0
Rodri,es ESP,FW,Betis,es La Liga,24.0,3,1,118,0,0,2,2,0.2,0.1,56,66,8,2,1,1.3,0,1.53,84.8,2,11,4,57,0,0
Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23.0,2,1,122,0,0,0,0,0.0,0.0,19,50,0,0,0,1.4,0,0.0,38.0,0,0,0,19,1,0
Alejandro Rodriguez,pt POR,MF,Lyon,fr Ligue 1,16.0,1,0,20,0,0,0,0,0.0,0.0,1,2,0,0,0,0.2,0,0.0,50.0,0,0,0,1,0,0
Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20.0,22,7,852,2,0,25,10,1.2,0.3,110,239,13,10,3,9.5,2,2.64,46.0,5,16,6,186,6,0
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26.0,29,12,1330,1,4,33,6,2.1,2.2,400,555,60,32,20,14.8,5,2.23,72.1,19,48,24,381,6,1
Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17.0,1,0,21,0,0,0,0,0.0,0.0,5,7,0,0,0,0.2,0,0.0,71.4,0,0,1,7,0,0
Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21.0,17,10,927,0,0,4,0,0.1,0.8,726,814,71,14,7,10.3,0,0.39,89.2,17,26,8,529,3,0
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36.0,37,26,2162,4,7,31,10,2.8,3.1,498,715,78,49,12,24.0,11,1.29,69.7,33,62,37,512,5,0
Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,18.0,1,1,37,0,0,2,0,0.0,0.0,15,20,2,0,0,0.4,0,4.86,75.0,0,2,4,20,0,0
Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30.0,23,16,1149,0,1,8,1,0.2,0.2,480,569,33,36,13,12.8,1,0.63,84.4,4,12,4,327,6,0
James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33.0,6,1,140,0,0,4,2,0.3,0.2,78,98,13,3,1,1.6,0,2.57,79.6,2,6,3,71,1,0
Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21.0,36,26,2514,3,2,12,5,2.3,1.0,1488,1716,114,53,33,27.9,5,0.43,86.7,13,35,29,1187,7,0
Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18.0,21,15,1111,2,0,23,8,2.3,0.2,241,331,35,16,6,12.3,2,1.86,72.8,8,34,53,361,0,0
Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28.0,21,21,1758,0,3,21,8,1.6,1.5,1026,1204,128,33,10,19.5,3,1.08,85.2,16,49,25,763,2,0
Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31.0,18,15,1274,0,1,5,1,0.2,0.4,610,744,63,28,8,14.2,1,0.35,82.0,7,27,19,434,0,0
Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23.0,30,22,1928,6,5,54,20,4.0,3.0,939,1093,108,21,11,21.4,11,2.52,85.9,49,106,113,889,0,0
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25.0,19,11,1101,0,2,5,2,0.2,3.0,422,536,51,18,4,12.2,2,0.41,78.7,14,21,17,352,2,0
Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25.0,7,2,298,0,0,0,0,0.0,0.0,146,174,13,10,5,3.3,0,0.0,83.9,1,6,7,102,0,0
Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22.0,37,37,3114,8,10,55,20,6.6,7.8,664,907,123,43,6,34.6,18,1.59,73.2,51,105,114,794,10,0
Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22.0,19,11,965,0,1,12,3,0.8,1.7,190,250,22,16,6,10.7,1,1.12,76.0,9,25,20,217,2,0
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29.0,32,31,2672,2,0,20,7,2.4,0.3,1624,1770,90,48,26,29.7,2,0.67,91.8,9,27,8,1064,4,2
Leo Román,es ESP,GK,Mallorca,es La Liga,24.0,7,7,630,0,0,0,0,0.0,0.0,137,240,0,0,0,7.0,0,0.0,57.1,0,0,0,124,0,0
Carlos Romero,es ESP,DF,Espanyol,es La Liga,22.0,34,28,2554,2,1,29,6,2.0,2.1,719,1007,64,73,30,28.4,3,1.02,71.4,29,62,50,593,7,0
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26.0,18,18,1416,1,0,16,8,1.6,0.6,1094,1223,71,35,21,15.7,1,1.02,89.5,7,20,12,896,3,0
Isaac Romero,es ESP,FW,Sevilla,es La Liga,24.0,31,26,2156,4,2,53,17,6.8,2.1,310,441,29,13,7,24.0,6,2.21,70.3,20,44,21,382,10,1
Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19.0,6,2,199,0,0,1,0,0.8,0.2,34,49,0,4,1,2.2,0,0.45,69.4,4,8,3,42,0,0
Oriol Romeu,es ESP,MF,Girona,es La Liga,32.0,25,17,1356,0,0,5,1,0.1,0.3,798,883,73,38,12,15.1,0,0.33,90.4,8,20,22,600,5,0
Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29.0,25,17,1562,3,1,14,7,1.0,1.1,1271,1408,110,50,33,17.4,4,0.81,90.3,11,35,25,896,5,0
Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33.0,36,34,3058,4,4,14,4,0.9,2.3,1950,2258,242,74,47,34.0,8,0.41,86.4,25,73,37,1475,5,0
Vitor Roque,br BRA,FW,Betis,es La Liga,19.0,22,14,1235,4,0,41,18,6.1,1.2,142,195,17,11,7,13.7,4,2.99,72.8,12,34,24,213,4,0
Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27.0,29,21,1775,3,1,16,7,3.8,0.6,641,754,89,30,31,19.7,4,0.81,85.0,16,35,17,473,6,1
Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22.0,26,21,1734,2,2,12,5,1.9,1.1,329,505,34,47,19,19.3,4,0.62,65.1,14,25,19,284,3,0
Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21.0,25,13,1249,1,0,5,1,0.4,0.7,576,675,29,27,7,13.9,1,0.36,85.3,5,15,24,445,2,0
Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27.0,32,28,2595,1,2,14,4,0.9,1.1,956,1206,74,72,52,28.8,3,0.49,79.3,11,35,41,746,8,0
Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19.0,26,19,1670,3,3,23,9,1.8,1.3,547,803,50,45,18,18.6,6,1.24,68.1,12,35,25,456,4,1
Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23.0,11,11,972,0,0,7,3,0.5,0.0,623,680,36,12,8,10.8,0,0.65,91.6,1,10,3,485,3,0
Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23.0,18,14,1212,1,0,5,1,0.5,0.3,787,874,52,15,19,13.5,1,0.37,90.0,6,11,6,573,1,0
Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20.0,5,1,210,0,0,0,0,0.0,0.0,126,159,9,4,3,2.3,0,0.0,79.2,0,0,1,84,0,0
Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31.0,7,1,136,0,0,2,0,0.1,0.0,45,71,11,0,2,1.5,0,1.32,63.4,0,1,2,40,0,0
Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22.0,33,31,2718,0,3,28,8,1.5,2.2,1862,2078,159,84,47,30.2,3,0.93,89.6,31,71,45,1451,13,0
Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21.0,28,6,807,3,3,36,15,3.5,4.5,233,291,31,15,2,9.0,6,4.01,80.1,18,38,30,294,2,0
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30.0,38,38,3406,1,3,28,3,2.9,1.1,2531,2781,188,39,27,37.8,4,0.74,91.0,11,42,30,1859,2,0
Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17.0,1,0,8,0,0,0,0,0.0,0.0,1,3,1,0,0,0.1,0,0.0,33.3,1,1,0,3,0,0
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31.0,29,26,2291,0,0,24,4,1.7,0.5,1706,1858,94,20,9,25.5,0,0.94,91.8,7,28,20,1373,3,0
Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22.0,30,19,1751,0,3,3,2,0.2,2.0,1107,1315,114,39,22,19.5,3,0.15,84.2,24,39,60,785,2,0
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28.0,29,13,1313,1,3,16,4,0.9,2.4,495,612,50,32,14,14.6,4,1.1,80.9,20,36,21,398,5,0
Abel Ruiz,es ESP,FW,Girona,es La Liga,24.0,23,17,1346,4,0,21,7,4.6,0.5,239,272,23,6,5,15.0,4,1.4,87.9,8,17,21,225,3,0
Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21.0,1,0,18,0,0,0,0,0.0,0.0,3,6,1,0,1,0.2,0,0.0,50.0,0,0,0,5,0,0
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28.0,30,21,1923,4,5,43,12,4.3,4.7,1458,1627,205,37,16,21.4,9,2.01,89.6,36,89,47,1037,1,0
Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32.0,34,34,3060,0,0,0,0,0.0,0.1,1058,1204,1,4,1,34.0,0,0.0,87.9,2,8,0,789,1,0
Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22.0,28,19,1656,5,3,50,12,4.6,2.5,237,355,67,39,10,18.4,8,2.72,66.8,19,64,42,361,2,0
Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32.0,14,14,1260,0,0,0,0,0.0,0.0,305,408,0,1,1,14.0,0,0.0,74.8,0,4,0,273,0,0
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26.0,29,27,2259,2,3,18,5,0.7,4.5,1234,1447,92,46,22,25.1,5,0.72,85.3,36,56,66,1002,6,1
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31.0,28,28,2520,0,0,1,0,0.1,0.0,619,902,1,0,0,28.0,0,0.04,68.6,0,6,0,564,2,0
José Sá,pt POR,GK,Wolves,eng Premier League,31.0,29,29,2609,0,0,0,0,0.0,0.2,592,924,2,2,0,29.0,0,0.0,64.1,3,5,0,630,2,0
Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24.0,18,10,900,3,2,26,8,2.8,0.8,182,239,27,20,3,10.0,5,2.6,76.2,14,35,29,301,1,0
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,22,20,1581,0,1,5,0,0.2,0.8,862,994,62,40,13,17.6,1,0.28,86.7,11,19,25,620,1,0
Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26.0,15,7,653,0,0,15,4,1.9,0.6,91,128,15,14,3,7.3,0,2.07,71.1,4,20,11,130,1,0
Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31.0,34,23,2058,0,2,6,1,0.1,1.9,825,1204,88,58,22,22.9,2,0.26,68.5,18,38,36,641,3,0
Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,26,18,1616,1,0,21,8,1.8,1.6,728,858,97,29,10,18.0,1,1.17,84.8,12,42,24,577,3,0
Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29.0,16,14,1233,0,1,0,0,0.0,0.2,542,648,59,14,13,13.7,1,0.0,83.6,7,20,21,371,1,0
Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27.0,16,9,825,5,0,20,7,3.4,0.7,125,173,7,10,1,9.2,5,2.18,72.3,6,15,9,175,4,0
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27.0,7,2,227,0,0,5,0,0.2,0.2,25,48,5,2,1,2.5,0,1.98,52.1,1,3,5,49,1,0
Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25.0,22,17,1389,7,3,25,12,2.5,2.6,630,773,53,33,9,15.4,10,1.62,81.5,24,55,39,582,4,0
Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25.0,1,1,90,0,0,0,0,0.0,0.1,66,78,4,1,1,1.0,0,0.0,84.6,2,9,7,59,0,0
Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27.0,23,19,1690,1,0,8,3,1.3,0.1,752,898,36,37,25,18.8,1,0.43,83.7,2,10,5,579,4,1
Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25.0,10,9,879,0,0,0,0,0.0,0.0,250,311,0,0,1,9.8,0,0.0,80.4,0,0,0,203,0,0
Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,27,24,2141,2,0,11,3,0.7,0.6,857,967,51,57,29,23.8,2,0.46,88.6,6,15,13,657,10,0
Richie Sagrado,be BEL,DF,Venezia,it Serie A,20.0,3,3,140,0,0,1,0,0.1,0.0,24,31,2,2,3,1.6,0,0.64,77.4,0,0,0,21,1,0
Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,30,10,1293,3,3,23,8,2.9,3.6,515,614,89,13,7,14.4,6,1.6,83.9,29,67,69,535,1,0
Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29.0,24,11,905,3,0,17,7,3.2,1.0,193,248,24,16,2,10.1,3,1.69,77.8,9,27,16,185,4,0
Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25.0,16,11,1018,1,0,8,4,1.0,0.8,257,347,22,24,12,11.3,1,0.71,74.1,8,12,19,199,3,0
Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22.0,25,20,1729,6,10,66,22,6.8,7.6,552,731,70,29,3,19.2,16,3.44,75.5,58,117,96,628,3,0
Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16.0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0
Marco Sala,it ITA,DF,Como,it Serie A,25.0,8,3,261,0,0,0,0,0.0,0.1,115,152,16,9,1,2.9,0,0.0,75.7,1,6,10,113,3,0
Marco Sala,it ITA,DF,Lecce,it Serie A,25.0,2,0,72,0,0,0,0,0.0,0.4,36,50,6,1,0,0.8,0,0.0,72.0,1,1,5,32,0,0
Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22.0,12,4,358,1,1,13,4,0.6,0.6,88,129,7,4,2,4.0,2,3.27,68.2,6,11,15,124,0,0
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,38,38,3371,29,18,121,50,25.2,14.2,892,1263,144,21,9,37.5,47,3.23,70.6,88,169,154,1149,1,0
Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22.0,3,2,152,0,1,2,1,0.3,0.1,86,103,2,1,1,1.7,1,1.18,83.5,2,4,8,61,0,0
Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24.0,17,2,373,0,0,9,3,0.7,0.3,62,82,9,3,1,4.1,0,2.17,75.6,5,8,12,81,0,0
Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18.0,4,0,43,0,0,2,0,0.1,0.0,20,26,4,3,0,0.5,0,4.19,76.9,0,1,1,13,0,0
Kike Salas,es ESP,DF,Sevilla,es La Liga,22.0,31,25,2238,3,2,23,6,1.9,0.6,1109,1412,59,47,32,24.9,5,0.92,78.5,6,17,7,717,6,0
Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27.0,30,26,2314,2,1,29,6,1.5,2.6,958,1334,93,46,20,25.7,3,1.13,71.8,26,59,28,653,4,0
William Saliba,fr FRA,DF,Arsenal,eng Premier League,23.0,35,35,3039,2,0,6,2,2.3,0.9,2413,2559,138,62,21,33.8,2,0.18,94.3,7,27,16,1756,2,1
Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25.0,15,11,1023,1,0,8,4,0.8,0.1,662,775,68,28,16,11.4,1,0.7,85.4,3,14,8,545,2,0
Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27.0,2,0,46,0,0,3,1,0.1,0.1,11,17,3,2,1,0.5,0,5.87,64.7,1,3,4,16,0,0
Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31.0,13,9,797,0,0,5,2,0.8,0.2,283,346,24,14,10,8.9,0,0.56,81.8,2,3,7,205,3,0
Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22.0,31,7,1169,2,1,33,12,2.0,2.9,539,692,92,21,2,13.0,3,2.54,77.9,35,77,54,573,3,0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28.0,8,6,290,0,0,3,1,0.1,0.0,144,156,11,5,5,3.2,0,0.93,92.3,0,4,3,92,0,0
Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28.0,2,0,33,0,0,1,0,0.1,0.0,4,6,1,2,1,0.4,0,2.73,66.7,0,1,1,7,0,0
Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28.0,27,12,1149,2,3,29,8,3.0,2.1,183,253,22,13,6,12.8,5,2.27,72.3,16,42,35,257,4,0
Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30.0,17,17,1529,0,0,0,0,0.0,0.0,525,672,1,2,0,17.0,0,0.0,78.1,0,0,0,404,3,0
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30.0,15,15,1350,0,0,0,0,0.0,0.0,415,512,1,0,1,15.0,0,0.0,81.1,0,4,0,323,1,0
Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,22,16,1471,0,2,13,5,0.9,1.0,799,894,93,22,9,16.3,2,0.8,89.4,19,35,24,533,4,0
Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27.0,17,2,387,0,0,10,1,0.4,0.3,124,182,21,14,2,4.3,0,2.33,68.1,6,11,5,105,0,0
Chuky san jose,es ESP,MF,Valladolid,es La Liga,20.0,18,9,728,2,0,16,7,2.2,1.2,112,163,15,8,0,8.1,2,1.98,68.7,8,15,6,107,1,0
Antonio Sanabria,py PAR,FW,Torino,it Serie A,28.0,26,16,1318,2,1,18,4,2.9,0.5,210,268,18,3,1,14.6,3,1.23,78.4,9,21,6,227,2,0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,29,19,1620,15,1,47,17,9.7,1.9,461,569,90,13,5,18.0,16,2.61,81.0,21,50,52,464,2,0
Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35.0,13,6,437,0,0,7,0,0.8,0.2,125,163,19,3,4,4.9,0,1.44,76.7,3,18,2,121,0,0
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27.0,33,12,1395,0,0,17,2,1.1,0.6,391,537,38,28,18,15.5,0,1.1,72.8,5,18,18,367,3,0
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31.0,32,11,1404,2,1,15,5,0.7,2.9,422,591,77,37,14,15.6,3,0.96,71.4,24,64,60,467,4,0
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,25,25,2026,2,0,11,5,0.5,0.3,1015,1163,34,26,22,22.5,2,0.49,87.3,6,14,4,720,6,0
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20.0,32,18,1722,4,4,13,6,2.1,2.8,568,697,68,50,17,19.1,8,0.68,81.5,24,40,44,427,6,1
Manu Sánchez,es ESP,DF,Alavés,es La Liga,23.0,33,30,2634,1,0,12,2,1.7,1.2,807,1117,78,83,30,29.3,1,0.41,72.2,16,40,47,562,6,1
