Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,Sh,SoT,xG,xAG,Cmp,Att,PrgP,Tkl,Int,90s,G+A,Sh/90,Cmp%,KP,SCA,PrgC,Carries,CrdY,CrdR
Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24.0,21,4,748,0,0,2,0,0.1,0.8,283,359,23,18,15,8.3,0,0.24,78.8,10,18,19,220,1,0
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20.0,30,28,2468,0,2,22,3,1.0,1.0,1292,1557,104,40,33,27.4,2,0.8,83.0,10,31,20,1049,4,0
Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18.0,1,0,12,0,0,0,0,0.0,0.0,8,9,0,0,0,0.1,0,0.0,88.9,0,0,0,4,0,0
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25.0,32,29,2605,2,3,18,6,1.8,3.9,1856,2140,165,63,20,28.9,5,0.62,86.7,32,59,44,1287,4,0
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27.0,11,8,756,0,0,8,0,0.5,0.0,211,253,12,22,12,8.4,0,0.95,83.4,0,3,3,174,6,1
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30.0,31,25,2198,6,2,45,12,1.9,3.6,1742,1882,164,69,24,24.4,8,1.84,92.6,33,73,56,1445,5,1
Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28.0,6,0,77,0,0,3,1,0.1,0.0,26,37,4,2,0,0.9,0,3.51,70.3,0,0,1,21,0,0
Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24.0,5,5,450,0,0,0,0,0.0,0.0,123,147,0,0,0,5.0,0,0.0,83.7,0,0,0,99,0,0
Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19.0,1,1,56,0,0,1,0,0.4,0.0,8,12,0,0,0,0.6,0,1.61,66.7,0,0,0,9,0,0
Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24.0,15,12,885,4,0,42,14,4.8,0.8,132,189,20,3,1,9.8,4,4.27,69.8,10,26,15,174,0,0
Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18.0,2,0,13,0,0,0,0,0.0,0.0,5,7,0,2,0,0.1,0,0.0,71.4,0,0,1,4,0,0
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29.0,12,2,342,0,0,1,0,0.0,0.1,124,158,8,4,2,3.8,0,0.26,78.5,1,3,5,82,2,0
Alex Král,cz CZE,MF,Espanyol,es La Liga,26.0,37,29,2714,0,1,21,2,1.5,1.5,602,837,78,55,28,30.2,1,0.7,71.9,12,42,49,618,1,0
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33.0,32,32,2767,11,8,66,23,11.8,4.3,1021,1314,143,15,7,30.7,19,2.15,77.7,49,102,75,938,4,0
Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21.0,16,15,1217,1,2,9,3,0.6,1.8,419,552,37,32,17,13.5,3,0.67,75.9,28,45,25,372,1,0
Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21.0,1,1,56,0,0,0,0,0.0,0.0,36,41,2,2,0,0.6,0,0.0,87.8,0,0,0,30,0,0
Tom Krauß,de GER,MF,Bochum,de Bundesliga,23.0,14,13,1077,0,0,11,2,0.4,0.7,492,615,84,35,11,12.0,0,0.92,80.0,12,40,16,430,2,0
Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25.0,28,27,2440,2,0,18,5,1.7,0.3,1924,2135,144,23,34,27.1,2,0.66,90.1,8,29,29,1523,9,0
Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27.0,30,28,2513,5,3,24,8,2.5,3.1,1263,1626,172,59,20,27.9,8,0.86,77.7,20,60,51,1084,4,0
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22.0,24,19,1754,1,0,4,1,0.9,0.3,757,947,76,31,21,19.5,1,0.21,79.9,4,17,19,618,5,0
Nikola Krstović,me MNE,FW,Lecce,it Serie A,24.0,37,37,3057,11,5,134,38,12.1,2.9,434,654,56,18,7,34.0,16,3.95,66.4,30,87,42,571,6,0
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31.0,28,22,1842,5,1,18,10,2.7,0.8,800,1037,78,40,53,20.5,6,0.88,77.1,11,26,24,519,5,0
Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23.0,36,27,2372,5,0,43,14,3.6,4.5,694,962,110,31,17,26.4,5,1.63,72.1,45,114,133,878,5,0
Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23.0,32,31,2590,5,3,75,21,6.9,3.1,715,855,79,38,4,28.8,8,2.61,83.6,31,107,98,842,2,1
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24.0,32,27,2389,7,4,47,17,4.2,6.2,658,893,124,45,13,26.5,11,1.77,73.7,65,128,120,823,3,0
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19.0,14,12,951,0,0,4,2,0.3,0.3,436,509,37,28,8,10.6,0,0.38,85.7,5,15,23,324,2,0
Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24.0,35,34,2972,3,0,16,5,1.8,0.0,1189,1407,71,51,34,33.0,3,0.48,84.5,1,16,11,998,9,0
Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17.0,1,0,3,0,0,1,0,0.0,0.0,1,1,0,1,0,0.0,0,30.0,100.0,0,0,0,1,0,0
Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31.0,12,6,567,1,0,4,3,0.2,0.6,211,260,32,13,9,6.3,1,0.63,81.2,2,4,4,140,1,0
Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23.0,17,15,1178,5,3,49,16,4.1,3.7,352,461,57,15,4,13.1,8,3.74,76.4,28,57,74,405,1,0
Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23.0,14,11,916,4,3,34,15,3.3,4.9,468,547,43,19,2,10.2,7,3.34,85.6,25,60,50,444,0,0
Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26.0,7,0,172,0,0,6,1,0.2,0.2,62,78,12,4,0,1.9,0,3.14,79.5,4,9,4,63,1,0
Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28.0,34,33,2845,2,4,27,9,0.9,3.3,1055,1411,97,43,23,31.6,6,0.85,74.8,41,70,67,865,5,0
Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26.0,1,0,4,0,0,0,0,0.0,0.0,4,5,0,0,0,0.0,0,0.0,80.0,0,0,0,5,0,0
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21.0,14,6,637,2,1,14,5,2.5,1.1,127,174,7,16,1,7.1,3,1.98,73.0,7,20,17,162,5,0
Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30.0,28,20,1829,11,4,70,20,11.7,3.5,346,497,40,19,6,20.3,15,3.44,69.6,27,63,30,362,1,0
Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24.0,15,15,1350,0,0,0,0,0.0,0.0,354,504,0,0,0,15.0,0,0.0,70.2,0,1,0,306,0,0
Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33.0,30,24,2051,15,2,53,31,16.3,3.4,393,547,66,13,8,22.8,17,2.33,71.8,26,56,24,418,5,0
Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19.0,2,0,9,0,0,1,0,0.1,0.0,1,2,0,1,1,0.1,0,10.0,50.0,0,2,1,3,0,0
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,35,35,3116,1,1,30,5,3.4,1.0,1207,1477,65,68,54,34.6,2,0.87,81.7,8,28,8,1030,5,0
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25.0,12,12,1080,0,0,0,0,0.0,0.0,256,367,0,1,0,12.0,0,0.0,69.8,2,2,0,228,1,0
Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20.0,8,7,583,0,1,0,0,0.0,0.1,394,426,31,12,4,6.5,1,0.0,92.5,1,2,1,289,2,0
Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27.0,29,19,1699,2,2,18,6,2.1,2.7,1075,1225,141,49,8,18.9,4,0.95,87.8,20,62,87,816,8,0
Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31.0,21,6,757,1,0,4,1,0.3,1.0,356,460,25,22,12,8.4,1,0.48,77.4,9,15,25,288,2,0
Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32.0,30,29,2686,3,2,9,4,3.0,4.3,1367,1796,138,66,25,29.8,5,0.3,76.1,41,80,58,1054,5,0
Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36.0,14,5,361,0,2,3,0,0.2,0.9,221,260,24,8,5,4.0,2,0.75,85.0,4,9,6,178,4,0
Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18.0,7,0,89,1,0,2,1,0.2,0.1,13,23,0,3,0,1.0,1,2.02,56.5,1,2,1,24,1,0
Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26.0,12,4,309,2,1,10,4,2.2,0.5,41,58,4,1,0,3.4,3,2.91,70.7,4,12,4,59,1,0
Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,15,10,860,2,2,6,2,0.4,0.8,335,413,14,17,7,9.6,4,0.63,81.1,5,17,32,292,0,0
Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19.0,3,0,11,0,0,0,0,0.0,0.0,0,1,0,0,0,0.1,0,0.0,0.0,0,0,0,3,0,0
Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34.0,12,1,310,0,0,15,3,1.4,0.1,38,63,7,2,0,3.4,0,4.35,60.3,3,13,7,43,1,0
Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29.0,32,21,1764,7,2,38,14,6.9,1.4,214,317,20,12,1,19.6,9,1.94,67.5,8,21,20,316,4,0
Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27.0,34,34,3060,0,0,0,0,0.0,0.0,782,1185,0,1,0,34.0,0,0.0,66.0,1,3,0,712,5,0
Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20.0,33,28,2393,3,1,21,10,3.1,2.1,1080,1243,121,47,30,26.6,4,0.79,86.9,21,57,16,803,2,0
Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23.0,28,14,1398,3,0,40,13,4.2,0.9,154,260,17,4,0,15.5,3,2.58,59.2,13,30,3,153,6,1
Toni Lato,es ESP,DF,Mallorca,es La Liga,26.0,14,7,621,0,0,0,0,0.0,0.4,236,314,26,17,6,6.9,0,0.0,75.2,6,14,15,155,1,1
Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20.0,16,11,797,0,1,2,0,0.3,0.7,389,424,31,22,16,8.9,1,0.23,91.7,7,14,3,295,4,0
Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28.0,33,26,2307,0,6,16,2,1.0,3.3,880,1172,76,26,11,25.6,6,0.62,75.1,33,52,35,726,6,0
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33.0,27,17,1459,2,3,19,3,2.5,3.4,315,505,40,21,11,16.2,5,1.17,62.4,18,23,22,318,0,0
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30.0,25,16,1406,0,1,6,2,0.1,1.3,609,770,66,26,10,15.6,1,0.38,79.1,20,36,72,518,3,0
Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26.0,16,15,1378,0,1,10,3,0.4,0.3,704,815,39,27,33,15.3,1,0.65,86.4,5,14,7,539,3,0
Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26.0,2,1,102,0,0,2,1,0.2,0.0,11,14,1,1,0,1.1,0,1.76,78.6,0,0,1,13,0,0
Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24.0,6,4,318,0,0,4,2,0.2,0.1,226,263,28,7,5,3.5,0,1.13,85.9,3,9,15,204,1,0
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27.0,27,24,2151,1,0,11,3,1.5,0.5,1174,1298,55,27,10,23.9,1,0.46,90.4,3,7,11,1001,8,0
Nicola Leali,it ITA,GK,Genoa,it Serie A,31.0,29,29,2610,0,0,0,0,0.0,0.0,667,938,0,0,0,29.0,0,0.0,71.1,0,2,0,523,1,0
Rafael Leão,pt POR,FW,Milan,it Serie A,25.0,34,25,2323,8,8,66,29,7.6,8.4,630,849,93,16,6,25.8,16,2.56,74.2,58,113,123,780,5,0
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33.0,30,30,2700,0,0,0,0,0.0,0.1,676,1000,1,0,0,30.0,0,0.0,67.6,3,10,0,595,0,0
Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31.0,20,17,1526,2,2,22,8,1.3,2.8,902,1057,105,48,12,17.0,4,1.3,85.3,19,52,23,697,7,0
Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30.0,34,34,3060,0,1,9,1,0.6,1.1,1446,1749,89,52,32,34.0,1,0.26,82.7,10,26,6,1196,3,0
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25.0,30,29,2546,1,2,18,8,1.4,1.0,1099,1398,116,64,57,28.3,3,0.64,78.6,13,33,20,853,3,0
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26.0,14,6,674,1,0,6,1,1.2,0.2,289,370,25,12,10,7.5,1,0.8,78.1,2,7,4,173,2,0
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33.0,37,37,3325,2,3,58,17,3.6,1.9,1728,2062,143,46,41,36.9,5,1.57,83.8,14,37,21,1469,8,0
Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20.0,7,3,367,0,0,3,0,0.1,0.0,162,188,15,9,7,4.1,0,0.74,86.2,0,6,4,128,0,0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31.0,16,8,773,0,0,2,0,0.2,0.5,345,439,35,15,9,8.6,0,0.23,78.6,8,16,13,245,1,0
Nunzio Lella,it ITA,MF,Venezia,it Serie A,24.0,1,0,5,0,0,0,0,0.0,0.0,1,1,0,0,0,0.1,0,0.0,100.0,0,1,0,2,0,0
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28.0,5,0,85,0,0,2,1,0.3,0.2,57,68,8,2,0,0.9,0,2.12,83.8,2,4,1,55,0,0
Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20.0,27,20,1779,4,3,25,9,3.5,2.9,551,694,58,35,14,19.8,7,1.26,79.4,29,56,35,466,2,0
Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30.0,17,15,1364,1,3,18,5,1.4,1.1,493,613,48,51,27,15.2,4,1.19,80.4,10,26,8,382,4,0
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29.0,23,23,1972,2,1,10,4,2.4,1.1,1193,1364,79,27,22,21.9,3,0.46,87.5,5,17,16,1065,9,0
Bernd Leno,de GER,GK,Fulham,eng Premier League,32.0,38,38,3420,0,1,0,0,0.0,0.1,1149,1404,0,2,0,38.0,1,0.0,81.8,2,6,0,955,5,0
Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31.0,32,32,2880,0,2,0,0,0.0,0.4,670,1132,1,0,0,32.0,2,0.0,59.2,3,12,0,708,4,0
Giovanni Leoni,it ITA,DF,Parma,it Serie A,17.0,17,14,1199,1,0,2,1,0.1,0.0,562,641,21,14,15,13.3,1,0.15,87.7,1,3,0,449,3,1
Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24.0,28,18,1629,9,0,41,17,5.1,0.8,241,359,20,11,4,18.1,9,2.27,67.1,7,22,26,246,2,0
Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,21.0,29,23,2048,2,1,20,5,1.4,0.9,582,725,89,68,18,22.8,3,0.88,80.3,8,37,25,502,3,0
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29.0,33,26,2274,0,1,26,8,1.1,1.6,844,1121,97,35,42,25.3,1,1.03,75.3,10,47,13,649,9,0
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18.0,16,8,816,2,1,9,5,1.5,1.3,248,300,31,25,8,9.1,3,0.99,82.7,12,30,11,214,1,0
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35.0,34,32,2667,27,2,111,45,27.1,2.3,383,522,48,10,3,29.6,29,3.75,73.4,19,50,27,472,1,0
Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23.0,27,22,1663,2,2,29,16,1.6,3.8,409,580,51,16,11,18.5,4,1.57,70.5,25,52,55,540,4,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19.0,28,21,1893,1,2,10,2,1.4,0.3,1201,1312,107,30,13,21.0,3,0.48,91.5,7,31,39,865,5,1
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23.0,38,36,3093,1,3,28,14,3.1,3.2,982,1273,98,49,21,34.4,4,0.81,77.1,26,71,98,868,7,0
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,23,15,1369,1,0,3,1,0.2,0.4,708,776,71,22,7,15.2,1,0.2,91.2,8,29,37,526,3,2
Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24.0,4,0,51,0,0,1,0,0.0,0.0,23,24,3,2,1,0.6,0,1.76,95.8,0,0,0,25,1,0
Mattia Liberali,it ITA,MF,Milan,it Serie A,17.0,1,1,61,0,0,2,0,0.1,0.0,24,31,5,2,0,0.7,0,2.95,77.4,1,1,1,30,0,0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28.0,32,31,2770,1,0,8,1,0.5,0.8,1943,2253,138,22,36,30.8,1,0.26,86.2,6,26,44,1444,5,0
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24.0,29,25,2123,2,0,18,9,2.5,0.3,1241,1380,55,30,33,23.6,2,0.76,89.9,6,14,7,1078,3,0
Pedro Lima,br BRA,DF,Wolves,eng Premier League,18.0,3,1,70,0,0,1,1,0.1,0.1,28,38,4,1,2,0.8,0,1.29,73.7,2,4,4,22,0,0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30.0,16,6,704,0,0,0,0,0.0,0.1,362,386,26,7,8,7.8,0,0.0,93.8,3,4,5,263,1,0
Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24.0,25,15,1239,0,1,28,10,2.1,2.0,297,428,25,45,12,13.8,1,2.03,69.4,19,46,30,302,2,0
Karol Linetty,pl POL,MF,Torino,it Serie A,29.0,28,18,1540,1,0,17,4,1.1,0.9,478,565,47,39,12,17.1,1,0.99,84.6,10,24,18,397,6,0
Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24.0,31,21,1552,3,4,45,18,6.0,2.9,652,821,73,33,8,17.2,7,2.61,79.4,22,49,72,678,3,0
Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26.0,19,5,680,1,2,6,1,0.6,0.7,330,397,21,13,4,7.6,3,0.79,83.1,8,16,12,248,1,1
Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23.0,29,8,940,1,1,13,4,1.8,0.9,97,180,13,15,3,10.4,2,1.24,53.9,8,19,23,161,2,1
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21.0,37,32,2840,0,1,6,2,0.3,2.6,1403,1643,158,54,23,31.6,1,0.19,85.4,25,45,83,1023,1,0
Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22.0,13,1,281,1,1,2,1,0.4,0.6,34,60,6,2,0,3.1,2,0.64,56.7,2,9,1,52,1,0
Javier Llabrés,es ESP,FW,Mallorca,es La Liga,21.0,1,1,57,0,0,1,0,0.0,0.1,20,24,3,0,0,0.6,0,1.58,83.3,1,3,3,17,0,0
Diego Llorente,es ESP,DF,Betis,es La Liga,30.0,30,29,2519,2,0,11,4,1.5,0.3,1383,1595,81,36,43,28.0,2,0.39,86.7,6,15,7,1127,4,0
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29.0,33,28,2513,2,4,16,5,0.8,4.3,1337,1563,111,69,27,27.9,6,0.57,85.5,28,56,82,1116,0,1
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29.0,31,31,2768,2,1,11,2,1.2,0.9,1317,1511,99,68,34,30.8,3,0.36,87.2,5,21,13,1028,5,0
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28.0,25,15,1457,8,3,31,16,4.8,4.9,766,970,132,34,5,16.2,11,1.91,79.0,43,93,26,702,4,0
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29.0,32,31,2636,0,1,7,0,0.3,1.2,1600,1762,118,47,21,29.3,1,0.24,90.8,17,54,30,1123,3,0
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26.0,36,34,2822,2,2,24,7,1.8,2.5,2134,2431,294,72,23,31.4,4,0.77,87.8,29,98,33,1559,9,0
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22.0,2,1,97,0,0,1,0,0.0,0.0,37,42,2,2,1,1.1,0,0.93,88.1,0,1,1,27,1,0
Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28.0,19,10,1037,0,0,9,2,0.7,1.9,435,485,51,19,3,11.5,0,0.78,89.7,16,34,27,362,3,0
Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20.0,1,0,27,0,0,1,0,0.2,0.0,3,4,0,0,0,0.3,0,3.33,75.0,0,0,0,5,0,0
Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23.0,17,7,684,0,0,7,4,0.3,0.2,377,443,31,17,10,7.6,0,0.92,85.1,5,13,3,279,3,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26.0,25,8,798,0,0,6,1,0.6,0.2,295,349,40,27,7,8.9,0,0.68,84.5,4,14,4,248,2,0
Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26.0,31,28,2247,15,5,81,32,10.3,7.1,684,944,73,32,3,25.0,20,3.24,72.5,61,135,142,827,4,0
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33.0,18,18,1563,0,0,0,0,0.0,0.0,356,547,0,1,1,17.4,0,0.0,65.1,0,1,0,320,2,0
David López,es ESP,DF,Mallorca,es La Liga,21.0,2,2,169,0,0,0,0,0.0,0.0,43,53,4,3,1,1.9,0,0.0,81.1,0,0,0,38,0,0
David López,es ESP,DF,Girona,es La Liga,34.0,29,27,2429,1,1,12,3,0.9,0.6,1879,2041,132,32,14,27.0,2,0.44,92.1,4,24,17,1405,4,0
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22.0,38,35,2737,8,5,44,14,6.6,5.0,680,943,85,31,16,30.4,13,1.45,72.1,38,69,76,715,3,0
Fer López,,"FW,MF",Celta Vigo,es La Liga,,17,7,671,2,0,20,5,2.7,1.9,220,260,43,9,2,7.5,2,2.68,84.6,14,30,27,264,2,0
Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21.0,28,12,1252,6,5,41,15,5.6,3.9,552,675,79,19,5,13.9,11,2.95,81.8,29,57,31,490,4,1
Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,29,21,1936,0,0,5,1,0.1,0.4,814,1038,73,40,11,21.5,0,0.23,78.4,5,20,36,571,4,0
Pau López,es ESP,GK,Girona,es La Liga,29.0,1,0,45,0,0,0,0,0.0,0.0,18,24,0,0,0,0.5,0,0.0,75.0,0,1,0,17,0,0
Roberto López,es ESP,MF,Leganés,es La Liga,24.0,13,3,396,0,1,6,1,0.5,0.9,152,208,20,8,1,4.4,1,1.36,73.1,10,15,3,122,0,0
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28.0,32,23,1707,3,1,26,11,1.6,1.0,1041,1236,112,31,21,19.0,4,1.37,84.2,19,53,22,828,9,1
Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,12,4,358,1,0,3,2,1.1,0.3,96,128,17,3,1,4.0,1,0.75,75.0,5,8,9,87,2,0
Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22.0,10,3,336,0,0,5,1,0.5,0.3,107,142,14,10,3,3.7,0,1.34,75.4,6,8,9,101,0,0
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38.0,21,13,1137,0,0,5,0,0.1,0.4,321,419,45,30,18,12.6,0,0.4,76.6,7,19,3,223,1,0
Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25.0,2,0,35,0,0,0,0,0.0,0.0,17,21,3,0,0,0.4,0,0.0,81.0,0,2,4,19,0,0
Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21.0,22,7,775,1,0,12,4,0.8,1.2,371,454,36,27,18,8.6,1,1.39,81.7,14,31,19,246,1,0
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26.0,36,31,2308,2,3,49,12,2.6,3.4,749,952,120,46,22,25.6,5,1.91,78.7,32,81,60,670,5,0
Pol Lozano,es ESP,MF,Espanyol,es La Liga,24.0,30,27,1943,0,1,8,2,0.2,0.8,694,828,115,53,22,21.6,1,0.37,83.8,17,40,18,506,12,0
Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23.0,33,27,2353,12,1,64,25,7.6,1.6,240,375,18,10,7,26.1,13,2.45,64.0,14,33,15,350,10,0
Jhon Lucumí,co COL,DF,Bologna,it Serie A,26.0,32,29,2614,0,1,13,2,0.6,0.4,1859,2040,108,53,26,29.0,1,0.45,91.1,8,34,34,1464,8,1
Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20.0,3,1,127,0,0,0,0,0.0,0.0,152,166,1,1,2,1.4,0,0.0,91.6,1,2,2,131,0,0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,29.0,23,22,1803,0,1,12,4,1.0,2.6,775,996,59,57,25,20.0,1,0.6,77.8,24,39,29,555,7,0
José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34.0,18,10,1081,1,0,2,1,0.5,0.0,508,586,35,27,22,12.0,1,0.17,86.7,1,7,4,384,3,0
Douglas Luiz,br BRA,MF,Juventus,it Serie A,26.0,19,3,529,0,0,8,2,0.6,1.0,379,438,35,13,4,5.9,0,1.36,86.5,15,28,16,276,2,0
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31.0,36,35,2843,14,10,60,20,13.0,4.0,353,497,36,4,1,31.6,24,1.9,71.0,35,76,31,380,4,0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,23,18,1577,0,0,4,1,0.4,0.2,1054,1238,80,31,17,17.5,0,0.23,85.1,4,17,18,806,2,0
Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26.0,38,36,3092,11,2,93,38,10.1,4.5,780,1052,93,22,11,34.4,13,2.71,74.1,54,119,131,889,3,1
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27.0,30,28,2344,0,2,18,2,1.2,2.7,1100,1260,98,68,28,26.0,2,0.69,87.3,26,55,39,825,12,0
Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18.0,2,0,12,0,0,0,0,0.0,0.0,2,3,0,0,0,0.1,0,0.0,66.7,0,0,0,3,0,0
